student_id,degree,concentration,requirement,course_code,need_status,prereq_ready,missing_prerequisites,readiness_reason
U00000056,TAR,TAA,Theatre Hist/Theory Elective,THE4574,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Hist/Theory Elective,THE4930,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Introduction to Entertainment Design,TPA3007C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Upper Level Practicum,TPA4293,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Upper Level Practicum,TPP4193,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000056,TAR,TAA,Performance Elective ,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000056,TAR,TAA,Performance Elective ,TPP3510,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP3790,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP4235,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP3230,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP3251C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP3252C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP3580,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP4221,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP310,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP4600,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP4920,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Performance Elective ,TPP4923,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE3110,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE3111,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE4330,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE4401,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE4434,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE4480,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE4264,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE4283,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,THE4930,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP3510,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP3790,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP4235,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP3230,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP3251C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP3252C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP3580,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP4221,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP310,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP4600,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP4920,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP4923,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA3208,missing,yes,,all prerequisites are complete or in progress
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA3223C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA3231C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA3289C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA4011C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA4013C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA4045C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA4993C,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA4298,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPA4293,missing,yes,,no prerequisites listed
U00000056,TAR,TAA,Theatre Arts Electives Upper Level,TPP4193,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Technical Theatre Practicum I,TPA2290,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Lower Level Practicum,TPA2290,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Lower Level Practicum,TPP2190,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Upper Level Practicum,TPA4293,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Upper Level Practicum,TPP4193,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000057,TAR,TAA,Performance Elective ,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000057,TAR,TAA,Performance Elective ,TPP3510,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP3790,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP4235,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP3230,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP3251C,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP3252C,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP3580,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP4221,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP310,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP4600,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP4920,missing,yes,,no prerequisites listed
U00000057,TAR,TAA,Performance Elective ,TPP4923,missing,yes,,no prerequisites listed
U00000058,TAR,TAP,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000058,TAR,TAP,Ensemble Studio,TPP4235,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Script Analysis,THE2305,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Lit Elective,THE4330,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Lit Elective,THE4401,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Lit Elective,THE4434,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Lit Elective,THE4480,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Introduction to Technical Theatre,TPA2200,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Intro to Tech Lab,TPA2200L,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Upper Level Practicum,TPA4293,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Upper Level Practicum,TPP4193,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Drafting and CAD,TPA3208,missing,no,TPA2200,one or more prerequisites are missing
U00000059,TAR,TDAT,Theatre Technology,TPA3223C,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Technology,TPA231C,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Technology,TPA3289C,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Design,TPA4011C,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Design,TPA4013C,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Theatre Design,TPA4045C,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Portfolio,TPA4993C,missing,yes,,no prerequisites listed
U00000059,TAR,TDAT,Advanced Design Practicum,TPA4298,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre History Elective,THE3110,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre History Elective,THE3111,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Lit Elective,THE4330,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Lit Elective,THE4401,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Lit Elective,THE4434,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Lit Elective,THE4480,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Hist/Theory Elective,THE3110,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Hist/Theory Elective,THE3111,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Hist/Theory Elective,THE4264,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Hist/Theory Elective,THE4283,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Hist/Theory Elective,THE4574,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Hist/Theory Elective,THE4930,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Introduction to Entertainment Design,TPA3007C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Upper Level Practicum,TPA4293,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Upper Level Practicum,TPP4193,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000061,TAR,TAA,Performance Elective ,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000061,TAR,TAA,Performance Elective ,TPP3510,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP3790,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP4235,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP3230,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP3251C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP3252C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP3580,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP4221,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP310,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP4600,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP4920,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Performance Elective ,TPP4923,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE3110,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE3111,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE4330,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE4401,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE4434,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE4480,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE4264,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE4283,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,THE4930,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP3510,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP3790,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP4235,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP3230,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP3251C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP3252C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP3580,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP4221,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP310,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP4600,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP4920,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP4923,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA3208,missing,yes,,all prerequisites are complete or in progress
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA3223C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA3231C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA3289C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA4011C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA4013C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA4045C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA4993C,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA4298,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPA4293,missing,yes,,no prerequisites listed
U00000061,TAR,TAA,Theatre Arts Electives Upper Level,TPP4193,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000063,TAR,TAA,Performance Elective ,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000063,TAR,TAA,Performance Elective ,TPP3510,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP3790,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP4235,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP3230,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP3251C,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP3252C,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP3580,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP4221,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP310,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP4600,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP4920,missing,yes,,no prerequisites listed
U00000063,TAR,TAA,Performance Elective ,TPP4923,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Theatre Lit Elective,THE4330,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Theatre Lit Elective,THE4401,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Theatre Lit Elective,THE4434,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Theatre Lit Elective,THE4480,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000064,TAR,TAA,Performance Elective ,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000064,TAR,TAA,Performance Elective ,TPP3510,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP3790,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP4235,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP3230,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP3251C,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP3252C,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP3580,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP4221,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP310,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP4600,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP4920,missing,yes,,no prerequisites listed
U00000064,TAR,TAA,Performance Elective ,TPP4923,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre History Elective,THE3110,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre History Elective,THE3111,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Lit Elective,THE4330,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Lit Elective,THE4401,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Lit Elective,THE4434,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Lit Elective,THE4480,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Hist/Theory Elective,THE3110,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Hist/Theory Elective,THE3111,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Hist/Theory Elective,THE4264,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Hist/Theory Elective,THE4283,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Hist/Theory Elective,THE4574,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Hist/Theory Elective,THE4930,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Upper Level Practicum,TPA4293,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Upper Level Practicum,TPP4193,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000066,TAR,TAA,Performance Elective ,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000066,TAR,TAA,Performance Elective ,TPP3510,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP3790,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP4235,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP3230,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP3251C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP3252C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP3580,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP4221,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP310,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP4600,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP4920,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Performance Elective ,TPP4923,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE3110,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE3111,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE4330,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE4401,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE4434,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE4480,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE4264,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE4283,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,THE4930,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP3155,missing,yes,,all prerequisites are complete or in progress
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP3510,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP3790,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP4235,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP3230,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP3251C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP3252C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP3580,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP4221,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP310,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP4600,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP4920,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP4923,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA3208,missing,yes,,all prerequisites are complete or in progress
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA3223C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA3231C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA3289C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA4011C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA4013C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA4045C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA4993C,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA4298,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPA4293,missing,yes,,no prerequisites listed
U00000066,TAR,TAA,Theatre Arts Electives Upper Level,TPP4193,missing,yes,,no prerequisites listed
U00000067,TAR,TAP,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000067,TAR,TAP,Acting III,TPP4180,missing,yes,,all prerequisites are complete or in progress
U00000067,TAR,TAP,Ensemble Studio,TPP4235,missing,yes,,no prerequisites listed
U00000068,TAR,TAP,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000068,TAR,TAP,Acting III,TPP4180,missing,yes,,all prerequisites are complete or in progress
U00000068,TAR,TAP,Ensemble Studio,TPP4235,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Acting I,TPP2110,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Introduction to Entertainment Design,TPA3007C,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Introduction to Technical Theatre,TPA2200,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Intro to Tech Lab,TPA2200L,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Technical Theatre Practicum I,TPA2290,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Lower Level Practicum,TPA2290,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Lower Level Practicum,TPP2190,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Upper Level Practicum,TPA4293,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Upper Level Practicum,TPP4193,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP3155,missing,no,TPP2110,one or more prerequisites are missing
U00000069,TAR,TAA,Performance Elective ,TPP4180,missing,no,TPP3155,one or more prerequisites are missing
U00000069,TAR,TAA,Performance Elective ,TPP3510,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP3790,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP4235,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP3230,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP3251C,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP3252C,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP3580,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP4221,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP310,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP4600,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP4920,missing,yes,,no prerequisites listed
U00000069,TAR,TAA,Performance Elective ,TPP4923,missing,yes,,no prerequisites listed
U00000071,TAR,TDAT,Contemporary Performance Theory,THE4562,missing,yes,,no prerequisites listed
U00000071,TAR,TDAT,Drafting and CAD,TPA3208,missing,yes,,all prerequisites are complete or in progress
U00000071,TAR,TDAT,Theatre Technology,TPA3223C,missing,yes,,no prerequisites listed
U00000071,TAR,TDAT,Theatre Technology,TPA231C,missing,yes,,no prerequisites listed
U00000071,TAR,TDAT,Theatre Technology,TPA3289C,missing,yes,,no prerequisites listed
U00000071,TAR,TDAT,Theatre Design,TPA4011C,missing,yes,,no prerequisites listed
U00000071,TAR,TDAT,Theatre Design,TPA4013C,missing,yes,,no prerequisites listed
U00000071,TAR,TDAT,Theatre Design,TPA4045C,missing,yes,,no prerequisites listed
U00000071,TAR,TDAT,Portfolio,TPA4993C,missing,yes,,no prerequisites listed
